product,day,hour,age_hours,SL,base_cost,competitor_price,our_price,freshness_factor,demand
tomato,1,4,57.86438953673624,72,374.9080237694725,413.94024842591506,429.31649732418913,0.2795259899773357,254.34985467997527
tomato,1,5,58.1356911718125,72,374.9080237694725,392.7908840767187,394.33621147507955,0.27445305875303416,237.02886857177705
tomato,1,6,16.4113317030198,72,374.9080237694725,382.51643272213744,404.3603058489323,0.8911779280479684,891.8317485418609
tomato,1,7,0.5005533982457306,72,374.9080237694725,404.6888949484209,461.21598716559504,0.9994203352696603,741.8019864033
tomato,1,8,8.630306448025163,72,374.9080237694725,366.4049241823496,391.84509927069723,0.9585007181782805,910.3675967146029
tomato,1,9,37.35292476552236,72,374.9080237694725,410.9294253121796,444.03074491382273,0.6263300490556076,478.6278291256053
tomato,1,10,69.296205235832,72,374.9080237694725,374.17002704375255,431.00496835967846,0.05579687314608328,49.204890704038675
tomato,1,11,20.50851559517767,72,374.9080237694725,356.0021578625081,348.91338272426214,0.8479793460863999,869.3290406017825
tomato,1,12,3.7064700899992333,72,374.9080237694725,351.364643147862,351.4587745519414,0.9883200225275492,949.7809174672383
tomato,1,13,10.432430790568063,72,374.9080237694725,402.196376412352,391.7216500270092,0.9448456813698273,844.822271821121
tomato,1,14,48.39375941322326,72,374.9080237694725,428.6242275603824,417.5680915602168,0.4489572447061233,390.55024089209036
tomato,1,15,26.48038555578623,72,374.9080237694725,363.4721429758891,371.7671715050976,0.7769574551602279,832.6435424846011
tomato,1,16,6.500863443917398,72,374.9080237694725,400.244339847174,401.6762013282483,0.9728694985734146,923.078538262512
tomato,1,17,2.935810191943002,72,374.9080237694725,378.5404870371635,366.673943462126,0.9917663345626664,1096.196706684331
tomato,1,18,36.87070019754823,72,374.9080237694725,402.0574599591009,382.62151299764287,0.6335427373802627,631.7563981788106
tomato,1,19,49.74751714337755,72,374.9080237694725,369.8350195322961,357.79194972336506,0.42567414091254363,420.81351694670815
tomato,1,20,24.556777275618614,72,374.9080237694725,414.42261775877836,399.40066583780356,0.8008142284111741,718.8140372232473
tomato,1,21,18.571797195491204,72,374.9080237694725,389.9993726578603,404.71558376763085,0.8689967246258153,708.6769642047743
tomato,1,22,38.13484164163247,72,374.9080237694725,423.7242347070779,426.0632268720971,0.6145356871644725,544.2520788437586
tomato,1,23,64.83010011575979,72,374.9080237694725,312.14979418659755,324.548875895878,0.14559005690254545,161.64951296868907
tomato,2,0,52.26880887865723,72,374.9080237694725,366.30152518002717,360.7780488998344,0.38146374522836135,411.24375671517015
tomato,2,1,46.22627852310872,72,374.9080237694725,451.6782917243687,464.3196625692084,0.485560090831312,406.85903576662827
tomato,2,2,43.66289229549047,72,374.9080237694725,308.83405104844246,321.14276150895677,0.5277521315897358,571.0454596557065
tomato,2,3,0.36443403692774545,72,374.9080237694725,297.6832729605057,302.55044713679763,0.9996398945840741,1134.095736979177
tomato,2,4,46.94121068418724,72,374.9080237694725,354.5842375144664,361.38853875012154,0.4735796311745353,454.5972318337592
tomato,2,5,23.428778267467276,72,374.9080237694725,376.7815774690017,366.88160713956415,0.8143795938407465,780.2225416853986
tomato,2,6,47.34812824562472,72,374.9080237694725,411.0495862118842,467.94484005477756,0.4667197766123806,371.7819769345316
tomato,2,7,19.094570473084232,72,374.9080237694725,333.70518974155056,362.21987718132095,0.8634266080928847,913.3751462841914
tomato,2,8,64.22735197275216,72,374.9080237694725,406.18860934456376,442.0309967581486,0.15747794056455122,117.69384501179464
tomato,2,9,41.53707969309786,72,374.9080237694725,418.76880785495734,460.76716519739807,0.5618173323775995,443.2139481494927
tomato,2,10,20.215610095741617,72,374.9080237694725,340.12152752718424,382.45636313678636,0.8512244603317505,829.3817869202416
tomato,2,11,67.71301807340983,72,374.9080237694725,354.04549865616525,342.613747604157,0.08796918443287127,86.92574430127004
tomato,2,12,1.1128763900784548,72,374.9080237694725,459.8412473183174,453.87060879552064,0.998078361688463,874.8047884771615
tomato,2,13,69.38063835042621,72,374.9080237694725,398.25480357776945,416.8395559074551,0.054070668449445525,52.52837343466214
tomato,2,14,61.281840349213695,72,374.9080237694725,376.62617836695136,372.29865803071743,0.21476625668668436,234.2728991533466
tomato,2,15,67.40314373957622,72,374.9080237694725,325.3687052627469,327.2168405850832,0.09422259117432574,105.47798626666452
tomato,2,16,44.28052032234022,72,374.9080237694725,397.7955418884454,381.7714023938593,0.5176965944021997,530.3420349611071
tomato,2,17,63.17086117881279,72,374.9080237694725,367.2048942350289,367.877968040788,0.17818048176126777,202.43213046389914
tomato,2,18,25.883362887822372,72,374.9080237694725,416.18710613256155,424.6142326278113,0.7844578020346509,712.1815696054535
tomato,2,19,62.42920693776747,72,374.9080237694725,392.78942525919905,404.9703514653205,0.19261071356685244,165.4441651346944
tomato,2,20,57.47725288560781,72,374.9080237694725,407.2746052171308,407.336360049143,0.28674428564735344,285.5236862406738
tomato,2,21,64.08038461086477,72,374.9080237694725,409.5495679581082,421.6637439553813,0.16036812004470014,143.61241023243736
tomato,2,22,41.63617015172453,72,374.9080237694725,349.2205583097773,335.0415729445148,0.5602484110566172,614.0485645373954
tomato,2,23,20.630970153236476,72,374.9080237694725,336.6020703216454,338.0374975547134,0.8466157625756978,852.8358734871225
tomato,3,0,59.2272403674954,72,374.9080237694725,327.953776375924,312.78093551123834,0.25392325775241664,315.371237659721
tomato,3,1,55.43953582309998,72,374.9080237694725,323.65236379254367,324.37227216206264,0.32433622785255956,370.06119219573606
tomato,3,2,3.721083924139754,72,374.9080237694725,366.6360437213876,351.43338722601464,0.9882508769306678,995.5434499826395
tomato,3,3,52.27857602803163,72,374.9080237694725,381.85803450475487,387.1059057115836,0.3812903640568336,369.5329540700302
tomato,3,4,57.25340602334666,72,374.9080237694725,412.59599539772773,405.2912503701746,0.2909069194126359,295.4454864067319
tomato,3,5,1.8252535259129408,72,374.9080237694725,351.1752299105069,336.3716621905632,0.9959636757286449,1069.921078215795
tomato,3,6,29.44461199782743,72,374.9080237694725,450.8831945078332,505.69127632792953,0.7384769279768146,557.2788464765545
tomato,3,7,39.54431985884067,72,374.9080237694725,314.29462468314927,337.08938254730015,0.592969061941663,620.647399164641
tomato,3,8,68.75030020774997,72,374.9080237694725,409.78986362385297,440.84895556677526,0.06693230428556396,57.43698007868965
tomato,3,9,30.211204494800874,72,374.9080237694725,399.1501159975916,443.97039596741655,0.7281975818542188,622.6973471923455
tomato,3,10,1.0363311813424225,72,374.9080237694725,340.610695169506,384.33253040897915,0.9982731719141403,907.3213720096913
tomato,3,11,61.59316204879252,72,374.9080237694725,298.97919181887795,285.2479386680417,0.20877499122520726,257.8304975653849
tomato,3,12,35.39634300841193,72,374.9080237694725,387.1555709926749,371.58549647598386,0.6553019331171017,693.866450624942
tomato,3,13,28.69234087661089,72,374.9080237694725,336.3581353449806,334.13318175313447,0.7484349941850763,847.9242154555465
tomato,3,14,26.97210825310593,72,374.9080237694725,399.14101055017255,380.9922288469028,0.7707160808882039,777.0162142200436
tomato,3,15,47.42594147656404,72,374.9080237694725,384.70682400537294,398.4212314647469,0.46540462531469806,445.3939206578225
tomato,3,16,1.9088143589967705,72,374.9080237694725,304.5911367851613,308.92910177005973,0.9956833504131893,1144.9725681129044
tomato,3,17,27.948234686869576,72,374.9080237694725,431.70278366919683,434.96102493761293,0.7581573864518241,640.4397649452717
tomato,3,18,67.78546623190981,72,374.9080237694725,380.82204739351994,382.55923530380124,0.08650507991428791,87.34158029897513
tomato,3,19,14.096961704829344,72,374.9080237694725,417.05743077009475,433.9628804996152,0.9133657669024837,731.9672417112228
tomato,3,20,6.7998931744268445,72,374.9080237694725,301.5838450679922,287.05419363900785,0.9709761921339295,1179.5769514514295
tomato,3,21,60.83102238980073,72,374.9080237694725,338.63545738892844,332.50533036552696,0.22341512301906175,265.69049510686585
tomato,3,22,8.50786758875925,72,374.9080237694725,371.1589341085557,363.0622791809581,0.9593807089991324,881.5893407527955
tomato,3,23,52.92511515387977,72,374.9080237694725,404.73284113730443,420.01037318576675,0.36977740040018736,336.7810224756253
tomato,4,0,54.0442621181418,72,374.9080237694725,371.6604418013574,359.67214563470986,0.3496821977330391,392.15943974579073
tomato,4,1,26.78530217708039,72,374.9080237694725,456.4687887678022,452.4800584498064,0.7730939473744906,655.794592124407
tomato,4,2,61.80571813269685,72,374.9080237694725,376.73885573784804,392.96715793270636,0.20467572039403514,206.3379632697347
tomato,4,3,7.424918556187148,72,374.9080237694725,397.3992529293196,407.51476772929306,0.9668839296340922,854.8455929759857
tomato,4,4,23.043571274204048,72,374.9080237694725,405.73039506517637,418.9757667347634,0.8189385745152278,785.9409026160567
tomato,4,5,65.18750230218699,72,374.9080237694725,391.1174536337762,371.9854604171219,0.13851490674484457,152.56850160240722
tomato,4,6,68.44371457950405,72,374.9080237694725,325.601006035837,374.28057585694376,0.0731667349812345,65.89778120079843
tomato,4,7,21.111175562260648,72,374.9080237694725,395.46035118771675,432.7637335882756,0.8412294747845059,713.1781796272369
tomato,4,8,56.99369114826109,72,374.9080237694725,380.79967869813044,429.45110193730414,0.29572636226144333,236.53109367006135
tomato,4,9,4.144230721198388,72,374.9080237694725,347.9828087308153,382.5675094193365,0.9861908437362905,1029.0367679169585
tomato,4,10,25.265880903749665,72,374.9080237694725,371.9804311742682,425.04249488945,0.7921246840306664,683.7507600369673
tomato,4,11,44.5117005587708,72,374.9080237694725,309.11673567501447,317.20046695709607,0.5139146463705648,568.2491265382852
tomato,4,12,5.238936458221934,72,374.9080237694725,301.9546710158184,308.0230278132258,0.9803724563486984,1114.9298331074954
tomato,4,13,6.108315414133818,72,374.9080237694725,423.73137648023413,405.9918107358605,0.9752893916629803,955.1167187722351
tomato,4,14,58.521568842540184,72,374.9080237694725,395.8796535506027,390.7586393502818,0.2672173204240831,283.79785632623054
tomato,4,15,27.090690158225936,72,374.9080237694725,467.99462370562645,479.8525865521737,0.769202362405004,623.6287287508849
tomato,4,16,30.543984665782293,72,374.9080237694725,372.2530483424585,374.4271643424893,0.723694331385391,650.021210072781
tomato,4,17,0.817462423254173,72,374.9080237694725,358.0936333074352,357.82954298746023,0.9987902296037957,1149.7449848579552
tomato,4,18,8.46188976795155,72,374.9080237694725,322.96729939340446,310.6563645773993,0.9597095330561659,1171.4700440626882
tomato,4,19,69.27642349016702,72,374.9080237694725,414.5951385931975,418.05156706517755,0.05620115184358898,50.887555033440854
tomato,4,20,16.09890037340059,72,374.9080237694725,342.02730232712173,354.6343988725987,0.8942706470109298,926.8240374985883
tomato,4,21,3.10751366044148,72,374.9080237694725,349.6887062188275,366.119838117929,0.9910335439305483,1125.7891444034885
tomato,4,22,5.313352660948718,72,374.9080237694725,407.5959024542008,427.68894554944063,0.9799527771318542,914.0493879227379
tomato,4,23,45.3167019457389,72,374.9080237694725,432.298214739301,433.29673041920915,0.5006688055985311,421.50596371208934
tomato,5,0,42.070630458463214,72,374.9080237694725,384.2725309770918,389.1742376051399,0.553347482917264,554.0490177510948
tomato,5,1,68.42962685351223,72,374.9080237694725,349.76093560408924,342.09988363009353,0.07345287450312654,88.49830989400563
tomato,5,2,19.971445174641552,72,374.9080237694725,398.79395713320434,403.584772539001,0.8539116802514638,855.3982939070042
tomato,5,3,42.02324005326279,72,374.9080237694725,347.6945958138221,342.59573203347423,0.5541019670379372,571.247967928566
tomato,5,4,50.26764340942165,72,374.9080237694725,392.0961094963288,411.16024362690536,0.4166434967216539,328.58642772656486
tomato,5,5,49.300644423879305,72,374.9080237694725,356.0370420765282,367.209307140009,0.4333953302200054,447.9656988124844
tomato,5,6,68.38559375701853,72,374.9080237694725,392.70983805241343,445.91381218542006,0.07434705243879758,53.42043707330515
tomato,5,7,67.15645080148896,72,374.9080237694725,405.1647740502771,442.0374968651866,0.0991907046633419,85.05439549559033
tomato,5,8,27.10536241521957,72,374.9080237694725,347.4608714760255,364.1043748055168,0.7690148377961463,861.9466792581611
tomato,5,9,42.777411505353726,72,374.9080237694725,456.40291253699365,484.4926213925435,0.5420447863640592,417.9149135169615
tomato,5,10,60.35966673920193,72,374.9080237694725,417.57039162604855,475.04189138746403,0.23242379114602363,162.5442437957442
tomato,5,11,4.059035758866752,72,374.9080237694725,363.04011779703137,354.8138854672063,0.9866144700121529,1044.6536134012415
tomato,5,12,71.75785226932119,72,374.9080237694725,440.01533772118563,462.00368179880985,0.005040500434295492,4.217598320521813
tomato,5,13,61.174612128773624,72,374.9080237694725,409.6534465009473,427.8734279141319,0.2168263051535433,185.78355792606695
tomato,5,14,68.69167396262802,72,374.9080237694725,350.6824300475284,337.6777023020363,0.06812554835645757,72.4572718975102
tomato,5,15,44.5052333129685,72,374.9080237694725,351.7008772385216,357.7396053713211,0.5140205798408708,556.1428195286657
tomato,5,16,37.46215446507312,72,374.9080237694725,322.0416951142393,327.5670673887265,0.6246897887042637,704.9822220198444
tomato,5,17,39.737292391762956,72,374.9080237694725,397.7182460645457,411.7251469248527,0.58998602148529,561.3376298029337
tomato,5,18,9.649096448446134,72,374.9080237694725,422.35669274267235,418.2802270007189,0.9509395839865912,841.1298248137248
tomato,5,19,50.693743303144096,72,374.9080237694725,365.5668927842384,369.9650116702936,0.4092104600808748,367.5421484220413
tomato,5,20,25.242304234074982,72,374.9080237694725,314.8352889515,299.55144190575004,0.792415582109631,951.3594610843404
tomato,5,21,65.09942600354988,72,374.9080237694725,369.3126718259421,367.00354146558794,0.140260274652231,146.8706703817156
tomato,5,22,28.55108032713145,72,374.9080237694725,365.05565476833925,375.41056839766225,0.7502904947399607,721.435535579108
tomato,5,23,10.589290626890731,72,374.9080237694725,425.8133501740998,444.95453844730093,0.9435970840315894,780.1153619703457
tomato,6,0,33.05777444915481,72,374.9080237694725,405.93189797146124,396.11826654115566,0.688891645627483,711.1363544364568
tomato,6,1,45.604861510804255,72,374.9080237694725,409.99166542065836,402.97062417077535,0.4958985261382204,507.51847048672823
tomato,6,2,9.219300404959615,72,374.9080237694725,310.19925447983366,298.68713112126716,0.9541807258523948,1155.6406250888142
tomato,6,3,13.095366076738427,72,374.9080237694725,311.013232011383,315.3946229803857,0.9224328703861507,1034.8000898946366
tomato,6,4,48.064157173513955,72,374.9080237694725,406.58615228606857,405.5274686363327,0.454577245773768,395.44850417687167
tomato,6,5,12.163324541195848,72,374.9080237694725,317.99718308281797,303.3969344136003,0.930564798935566,1092.886193937722
tomato,6,6,8.685782719243258,72,374.9080237694725,323.5876116022697,341.3063886389386,0.9580999349858572,1014.231589109149
tomato,6,7,36.24604350154969,72,374.9080237694725,339.1968896598073,368.0522621195736,0.64281586029432,650.9859776783032
tomato,6,8,45.208828043345356,72,374.9080237694725,335.39641184810154,379.9823821139629,0.5024506895598349,516.9106007966682
tomato,6,9,4.39761310955019,72,374.9080237694725,382.05026175028155,437.9426731118411,0.9849052201553022,708.2710473092527
tomato,6,10,13.285513393659167,72,374.9080237694725,391.080315938876,440.8681901292778,0.9207373172167965,697.9437446618829
tomato,6,11,44.51434355018131,72,374.9080237694725,339.3931133078433,338.8678340837702,0.5138713519625009,539.3625943370228
tomato,6,12,2.6411906081230487,72,374.9080237694725,360.97562206332276,369.9087196468654,0.9929741176722674,977.334887962986
tomato,6,13,36.840775832327964,72,374.9080237694725,379.15318834394935,394.1375816003925,0.6339887734846105,558.2267018867103
tomato,6,14,38.34844318476167,72,374.9080237694725,332.84986536707436,331.09948670479577,0.6112925521639444,708.0824637023445
tomato,6,15,1.4451262399962985,72,374.9080237694725,330.9810518098134,326.91939013287805,0.9971564561122439,1098.484291169968
tomato,6,16,8.622873490986088,72,374.9080237694725,330.26795028569046,324.570740694185,0.9585543192794415,1083.7833840833316
tomato,6,17,56.820329179728354,72,374.9080237694725,415.53913695755904,422.98153926999896,0.29893728005334974,282.71653981483945
tomato,6,18,42.252560497503296,72,374.9080237694725,328.3456229187795,329.56399997755676,0.5504470998472235,636.2162839441426
tomato,6,19,20.43186521750816,72,374.9080237694725,385.24774412592313,370.9003593043163,0.8488308128322178,908.9013544970766
tomato,6,20,25.63896426464493,72,374.9080237694725,380.6039685563794,383.2978189208475,0.7875034071963182,740.6086098739335
tomato,6,21,7.328338028669069,72,374.9080237694725,424.4420563239338,413.28885623769264,0.9675279658091417,962.1773528342841
tomato,6,22,13.432825731694015,72,374.9080237694725,322.28985266296957,311.35395764117163,0.9194153495966775,1046.0832031323769
tomato,6,23,5.776829687638239,72,374.9080237694725,323.6366251396332,336.47740743945224,0.9772733407126577,1053.0072840238195
milk,0,0,9.548534377097798,24,1009.8045558281019,1135.2218688442297,1091.1796765922654,0.7490494155663971,515.5357641690858
milk,0,1,6.189667849078556,24,1009.8045558281019,1225.74309253902,1264.6079826193322,0.8690262826140299,559.4620272131561
milk,0,2,13.362309432334314,24,1009.8045558281019,991.0629153325929,1033.616777288453,0.5845627600781763,405.1130806982002
milk,0,3,4.489049965380561,24,1009.8045558281019,956.65943942931,982.440735269066,0.9191062820502971,781.731956744491
milk,0,4,5.817833577961926,24,1009.8045558281019,952.4028268954418,953.1276415127237,0.8806492703934754,727.7470090510254
milk,0,5,13.949717314142696,24,1009.8045558281019,962.9465664189458,942.592818118629,0.5568699031743398,437.9771187031212
milk,0,6,1.2437648837382458,24,1009.8045558281019,934.6808473584009,1031.4996111217881,0.9882024840355238,683.1625916431038
milk,0,7,23.759045577358684,24,1009.8045558281019,869.6733347591819,914.87134223359,0.015021789077018566,13.216482070960087
milk,0,8,16.356065333374303,24,1009.8045558281019,1064.4655011373272,1142.1826298286423,0.43739784364297807,270.0371609027009
milk,0,9,9.884181939534445,24,1009.8045558281019,1092.8412550709838,1198.7084820624204,0.7357017826959762,485.49287532751686
milk,0,10,23.1606458559963,24,1009.8045558281019,1105.470882152075,1256.2218844894894,0.051998255933671134,27.217712876453316
milk,0,11,4.349593587975844,24,1009.8045558281019,998.6113107553574,1042.3844845696733,0.922846406757096,620.2507895187377
milk,0,12,20.20389064219853,24,1009.8045558281019,988.9660736772544,996.3312119108602,0.2276117629665224,161.42078190991873
milk,0,13,3.927742628776908,24,1009.8045558281019,1020.0569624965013,989.6212495360975,0.9337939510477069,686.7445242633623
milk,0,14,12.553570194458864,24,1009.8045558281019,1030.8981269957894,1047.9282775358517,0.6217020216400231,420.16212361987
milk,0,15,19.59838654731785,24,1009.8045558281019,1092.3372009852635,1080.5885799542405,0.2620726343630321,180.13323550038766
milk,0,16,7.23306897993941,24,1009.8045558281019,960.6873571249789,957.1020513177385,0.8345498947605209,709.4679750301966
milk,0,17,21.589789758589642,24,1009.8045558281019,1060.6769024580951,1032.2733215551675,0.14679035305059351,122.09977640204876
milk,0,18,14.98171190193581,24,1009.8045558281019,999.2426973818405,1039.859126238911,0.5067974658029144,373.75543131007265
milk,0,19,8.037734751770067,24,1009.8045558281019,1055.4671224466344,1068.9462875754896,0.8061866703062723,517.7867339583074
milk,0,20,12.803066207431716,24,1009.8045558281019,1019.5978277162944,1031.8404198275566,0.6103684425895335,419.4768252063934
milk,0,21,7.4813296270931575,24,1009.8045558281019,1183.6709452083935,1142.4407127737372,0.8259590991072883,614.1906481193303
milk,0,22,13.677352436911598,24,1009.8045558281019,1029.1932145142835,981.1846892181899,0.5697843602884118,440.2881558751719
milk,0,23,19.710175312128307,24,1009.8045558281019,1182.9401445731191,1164.2593606726452,0.2557499574894575,177.306044799142
milk,1,0,9.534894973448814,24,1009.8045558281019,1027.94890917204,989.6566468510343,0.7495869211528379,545.7491753328026
milk,1,1,17.334061641433593,24,1009.8045558281019,957.48620389268,931.5623985138861,0.3861904482874161,375.05445833879577
milk,1,2,13.025386640342308,24,1009.8045558281019,1098.8845206148865,1120.1972149571097,0.6001758038071918,437.13342745982067
milk,1,3,21.80281347200708,24,1009.8045558281019,915.2530348955457,886.1111692940291,0.13413148811346887,120.3811890862614
milk,1,4,22.73480015068357,24,1009.8045558281019,996.1092767187876,992.3246395736321,0.07802350591578588,65.62869746164783
milk,1,5,14.674901650431547,24,1009.8045558281019,964.1066011525261,964.6743325709843,0.521870063501149,401.24230984124233
milk,1,6,13.563196406141014,24,1009.8045558281019,1014.3485209434261,1163.9984125158544,0.5751592043343235,304.30874673466974
milk,1,7,3.6609370299422723,24,1009.8045558281019,1182.5468430715634,1327.7591605833948,0.9404239746393432,505.4866153805612
milk,1,8,17.674661654993347,24,1009.8045558281019,1058.0334807177044,1155.0068768980932,0.36801059042973017,243.48696951491024
milk,1,9,2.717713100178126,24,1009.8045558281019,1237.651940377192,1354.724322204009,0.961894422386944,541.450600586283
milk,1,10,22.100205182816936,24,1009.8045558281019,1220.3451411372819,1291.9951371900904,0.11635546449161349,72.52844737788205
milk,1,11,9.576064892883126,24,1009.8045558281019,1090.6381758120997,1100.59302328583,0.7479633153978631,585.2063765630371
milk,1,12,0.11116855211046861,24,1009.8045558281019,874.4039939071946,900.8856204094616,0.9996847492986591,824.9111223125193
milk,1,13,22.07653479390625,24,1009.8045558281019,946.3562556763695,949.8952119538787,0.11777472336769712,98.10283191913213
milk,1,14,10.853230581355373,24,1009.8045558281019,933.8330558519273,956.0117074810246,0.6958963153715378,576.478874099038
milk,1,15,4.233287676149359,24,1009.8045558281019,940.571037786912,906.7910892813865,0.9259201983498712,798.0326566947631
milk,1,16,8.697453578799195,24,1009.8045558281019,984.9220923606607,1025.7811816493843,0.7818419130341244,610.5005406493411
milk,1,17,15.924896928401054,24,1009.8045558281019,1066.7943846623411,1014.851574705088,0.4594970326111708,373.68150519516814
milk,1,18,9.95097896944857,24,1009.8045558281019,1075.4634669008376,1037.6784268146255,0.7330180811911489,505.9993420906926
milk,1,19,14.28924041568105,24,1009.8045558281019,1064.1022161142153,1064.3357876500022,0.5405937996362142,345.6936123035463
milk,1,20,21.55330294657713,24,1009.8045558281019,991.5378079553084,962.7738507230986,0.1489523294158247,111.58401021498524
milk,1,21,11.329606682639982,24,1009.8045558281019,862.076692933651,822.1237199655993,0.6756563593278397,661.6907734900525
milk,1,22,10.878932033952662,24,1009.8045558281019,889.6289494605078,914.1406838792817,0.6948154576837311,651.9640139601856
milk,1,23,13.43136795139723,24,1009.8045558281019,996.6974837420125,986.8065629900303,0.5813380349545972,484.66921304459606
milk,2,0,22.706771091207187,24,1009.8045558281019,850.4634467636846,881.2319913873542,0.07972799642241912,70.071774432599
milk,2,1,9.809620106354313,24,1009.8045558281019,916.5268248154756,929.724769229449,0.7386867563372297,642.1236845058243
milk,2,2,15.814174605843633,24,1009.8045558281019,819.6732328649924,837.375898367833,0.4651242212567275,421.9294943128983
milk,2,3,16.12542584636948,24,1009.8045558281019,838.0364735128309,815.4995606022254,0.44925580768693996,422.6462827542202
milk,2,4,4.285071889304007,24,1009.8045558281019,804.3933754795682,828.5184267069642,0.9245567644260102,849.525248490361
milk,2,5,5.836132583986898,24,1009.8045558281019,958.9150131594231,920.5048469460938,0.8800857317132511,837.1958404085366
milk,2,6,9.532404710842915,24,1009.8045558281019,1167.2390444953758,1326.361956055876,0.7496850166656341,407.54012206891804
milk,2,7,21.512059644506873,24,1009.8045558281019,951.3742859498592,1024.8643821986411,0.15139394262110628,124.44756430991436
milk,2,8,0.6367728929716732,24,1009.8045558281019,798.1135081153811,852.2794671027655,0.9956782465372048,878.0111212503032
milk,2,9,21.424121065847395,24,1009.8045558281019,969.0208818451747,1057.547432389306,0.1565921125161288,104.86598789842374
milk,2,10,9.112617796014405,24,1009.8045558281019,1022.9532957357826,1098.1777802280526,0.7660366288337501,592.4095810823045
milk,2,11,9.82587965258977,24,1009.8045558281019,956.5086062104835,968.3835560914164,0.7380367931087435,644.1263559258325
milk,2,12,22.76287936709176,24,1009.8045558281019,1000.7647136124945,980.195572083535,0.07631491143404001,64.76123694916599
milk,2,13,11.698348757988327,24,1009.8045558281019,948.2701122060505,983.2108290909555,0.6596937037026196,590.682276624874
milk,2,14,0.5392633996828176,24,1009.8045558281019,1187.4953554485196,1178.614493839214,0.9966319032724898,705.2343689944207
milk,2,15,6.189304450396855,24,1009.8045558281019,975.1156286373308,988.1312984608472,0.8690378167493336,668.6333708303259
milk,2,16,12.61656437526446,24,1009.8045558281019,1031.114312447496,1081.0617145979174,0.6188509870482543,393.09101870327123
milk,2,17,21.943171357451977,24,1009.8045558281019,879.048425903142,836.7126341350194,0.12575686776310235,119.2205716893665
milk,2,18,13.300272060379042,24,1009.8045558281019,954.013115494311,932.4576872101237,0.5874525334869353,470.07355511722193
